Voltage,Current
3.499990E+01,4.529523E-08
3.509971E+01,4.569433E-08
3.519885E+01,4.627880E-08
3.530194E+01,4.689234E-08
3.540471E+01,4.758205E-08
3.550448E+01,4.829890E-08
3.560453E+01,4.907531E-08
3.570427E+01,4.986711E-08
3.580736E+01,5.073563E-08
3.591009E+01,5.166667E-08
3.600979E+01,5.261945E-08
3.610889E+01,5.361826E-08
3.620864E+01,5.465581E-08
3.631157E+01,5.588186E-08
3.641459E+01,5.714086E-08
3.651471E+01,5.846352E-08
3.661444E+01,5.987788E-08
3.671393E+01,6.141473E-08
3.681701E+01,6.313039E-08
3.691937E+01,6.499980E-08
3.701900E+01,6.698144E-08
3.711853E+01,6.919247E-08
3.721822E+01,7.163424E-08
3.732147E+01,7.445281E-08
3.742437E+01,7.764714E-08
3.752371E+01,8.116191E-08
3.762337E+01,8.522326E-08
3.772322E+01,9.000929E-08
3.782524E+01,9.586908E-08
3.791667E+01,1.021775E-07
3.803085E+01,1.120871E-07
3.813065E+01,1.235066E-07
3.823073E+01,1.391329E-07
3.833376E+01,1.626376E-07
3.843647E+01,2.004921E-07
3.853598E+01,2.685302E-07
3.863470E+01,4.163025E-07
3.873336E+01,8.005459E-07
3.883816E+01,1.950216E-06
3.893721E+01,4.563678E-06
3.903889E+01,9.498856E-06
3.914084E+01,1.672480E-05
3.924016E+01,2.570376E-05
3.934291E+01,3.687313E-05
3.944177E+01,4.937803E-05
3.954406E+01,6.420752E-05
3.964325E+01,8.033943E-05
3.974239E+01,9.834046E-05
3.984864E+01,1.195178E-04
3.994867E+01,1.415390E-04
4.005148E+01,1.661658E-04
4.015099E+01,1.921271E-04
4.025418E+01,2.212548E-04
4.035308E+01,2.514040E-04
4.045279E+01,2.841027E-04
4.055545E+01,3.202310E-04
4.065516E+01,3.580379E-04
4.075846E+01,4.000810E-04
4.085789E+01,4.431624E-04
4.095729E+01,4.896514E-04
4.106001E+01,5.410091E-04
4.115903E+01,5.941113E-04
4.126201E+01,6.532884E-04
4.136131E+01,7.146347E-04
4.146092E+01,7.808310E-04
4.156417E+01,8.540960E-04
4.166366E+01,9.307649E-04
4.176649E+01,1.016103E-03
4.186940E+01,1.113444E-03
4.196918E+01,1.211367E-03
4.207145E+01,1.320702E-03
4.217123E+01,1.437651E-03
4.227422E+01,1.569133E-03
4.237392E+01,1.711354E-03
4.247373E+01,1.868756E-03
4.257330E+01,2.043761E-03
4.267609E+01,2.247256E-03
4.277925E+01,2.478715E-03
4.287823E+01,2.738153E-03
4.297779E+01,3.040876E-03
4.307724E+01,3.399821E-03
4.318010E+01,3.846876E-03
4.328376E+01,4.417978E-03
4.338303E+01,5.151679E-03
4.348229E+01,6.188688E-03
4.358139E+01,7.823258E-03
4.368624E+01,1.166150E-02
4.378911E+01,1.959909E-02
4.388858E+01,3.080922E-02
4.398811E+01,3.322657E-02
4.408804E+01,3.122165E-02
4.419108E+01,3.064539E-02
4.429428E+01,3.056796E-02
4.439365E+01,2.726618E-02
4.449353E+01,2.759054E-02
4.459262E+01,2.785321E-02
4.469556E+01,2.823581E-02
4.479865E+01,2.916156E-02
4.489832E+01,2.935780E-02
4.499861E+01,2.916086E-02
