#****************************************************************************************************************************************************************************************************************
#Calib info:
 	 RunNr: 196	 start time:0x7fff5c77e670	 RunNrPed: 188	 start time:0x7fff5c77e680	 RunNrMip: 196	 start time:0x7fff5c77e690	 Vop: 43.5	 Vov: 5.2	 BC calib set: 1
#****************************************************************************************************************************************************************************************************************
#cellID	layer	row	column	module	ped mean H	ped sig H	ped mean L	ped sig L	mip Scale H	mip Width H	mip Scale L	mip Width L	LG-HG	HG-LG	BC
#****************************************************************************************************************************************************************************************************************
0	0	0	0	0	81.243559	1.538027	81.583304	0.222565	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
1	1	0	0	0	95.364788	0.640756	95.985859	0.155761	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
2	2	0	0	0	80.807303	0.495568	80.338856	0.202478	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
3	3	0	0	0	81.597844	1.196295	81.833351	0.207115	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
4	4	0	0	0	80.793030	1.998835	81.220278	0.236280	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
5	5	0	0	0	80.059226	1.619310	80.500248	0.191111	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
6	6	0	0	0	83.084035	1.629249	83.677225	0.182021	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
7	7	0	0	0	81.445792	1.652714	81.591957	0.204178	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
64	0	0	1	0	81.256886	1.135890	81.394587	0.208586	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
65	1	0	1	0	80.498539	1.620671	80.857290	0.198463	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
66	2	0	1	0	81.023736	1.053018	81.060187	0.189790	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
67	3	0	1	0	80.748447	1.117215	80.542672	0.241525	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
68	4	0	1	0	81.950142	1.325511	82.426525	0.203120	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
69	5	0	1	0	80.715423	0.702590	80.615819	0.190292	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
70	6	0	1	0	80.802034	0.492923	80.450238	0.237794	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
71	7	0	1	0	63.889089	1.397173	63.679169	0.203668	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
128	0	0	2	0	79.700563	1.771865	79.544654	0.189314	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
129	1	0	2	0	78.658395	1.515967	79.038879	0.193755	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
130	2	0	2	0	80.854440	1.317637	80.818715	0.173787	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
131	3	0	2	0	80.749704	0.463174	79.892929	0.200508	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
132	4	0	2	0	80.410960	1.518390	80.619554	0.244004	-1000.000000	-1000.000000	-1000.000000	-1000.000000	-64.000000	-1000.000000	-64.000000	270.000000	1
