#HGCROC board	HGCROC Ch	layer	assembly	board channel	row	column modNr
3	64	0	001	1	1	0	0
3	63	0	001	2	1	1	0
3	66	0	001	3	1	2	0
3	65	0	001	4	1	3	0
3	68	0	001	5	0	3	0
3	67	0	001	6	0	2	0
3	70	0	001	7	0	1	0
3	69	0	001	8	0	0	0
3	55	1	002	1	1	0	0
3	56	1	002	2	1	1	0
3	57	1	002	3	1	2	0
3	58	1	002	4	1	3	0
3	59	1	002	5	0	3	0
3	60	1	002	6	0	2	0
3	61	1	002	7	0	1	0
3	62	1	002	8	0	0	0
3	45	2	003	1	1	0	0
3	46	2	003	2	1	1	0
3	47	2	003	3	1	2	0
3	48	2	003	4	1	3	0
3	49	2	003	5	0	3	0
3	50	2	003	6	0	2	0
3	51	2	003	7	0	1	0
3	52	2	003	8	0	0	0
3	37	3	065	1	1	0	0
3	36	3	065	2	1	1	0
3	39	3	065	3	1	2	0
3	38	3	065	4	1	3	0
3	41	3	065	5	0	3	0
3	40	3	065	6	0	2	0
3	43	3	065	7	0	1	0
3	42	3	065	8	0	0	0
3	34	4	066	1	1	0	0
3	33	4	066	2	1	1	0
3	32	4	066	3	1	2	0
3	31	4	066	4	1	3	0
3	30	4	066	5	0	3	0
3	29	4	066	6	0	2	0
3	28	4	066	7	0	1	0
3	27	4	066	8	0	0	0
3	25	5	067	1	1	0	0
3	26	5	067	2	1	1	0
3	23	5	067	3	1	2	0
3	24	5	067	4	1	3	0
3	21	5	067	5	0	3	0
3	22	5	067	6	0	2	0
3	19	5	067	7	0	1	0
3	20	5	067	8	0	0	0
3	16	6	007	1	1	0	0
3	14	6	007	2	1	1	0
3	15	6	007	3	1	2	0
3	12	6	007	4	1	3	0
3	13	6	007	5	0	3	0
3	10	6	007	6	0	2	0
3	11	6	007	7	0	1	0
3	9	6	007	8	0	0	0
3	7	7	068	1	1	0	0
3	6	7	068	2	1	1	0
3	5	7	068	3	1	2	0
3	4	7	068	4	1	3	0
3	3	7	068	5	0	3	0
3	2	7	068	6	0	2	0
3	1	7	068	7	0	1	0
3	0	7	068	8	0	0	0
2	64	8	009	1	1	0	0
2	63	8	009	2	1	1	0
2	66	8	009	3	1	2	0
2	65	8	009	4	1	3	0
