Voltage,Current
3.500040E+01,2.399003E-08
3.510019E+01,2.385437E-08
3.519949E+01,2.387490E-08
3.530251E+01,2.398231E-08
3.540538E+01,2.412840E-08
3.550506E+01,2.431513E-08
3.560512E+01,2.452487E-08
3.570494E+01,2.476592E-08
3.580800E+01,2.504097E-08
3.591072E+01,2.534753E-08
3.601054E+01,2.567120E-08
3.610962E+01,2.603152E-08
3.620940E+01,2.643370E-08
3.631226E+01,2.688080E-08
3.641533E+01,2.736752E-08
3.651556E+01,2.789419E-08
3.661530E+01,2.846182E-08
3.671493E+01,2.909432E-08
3.681792E+01,2.980868E-08
3.692029E+01,3.060395E-08
3.701996E+01,3.147395E-08
3.711953E+01,3.245571E-08
3.721931E+01,3.356942E-08
3.732249E+01,3.492163E-08
3.742539E+01,3.650084E-08
3.752491E+01,3.833601E-08
3.762460E+01,4.056682E-08
3.772453E+01,4.335699E-08
3.782675E+01,4.712119E-08
3.792968E+01,5.223226E-08
3.802888E+01,5.951798E-08
3.812831E+01,7.108360E-08
3.822773E+01,9.235485E-08
3.833358E+01,1.433860E-07
3.843597E+01,2.794948E-07
3.853460E+01,6.434292E-07
3.863528E+01,1.524895E-06
3.873458E+01,3.100214E-06
3.883678E+01,5.439114E-06
3.893571E+01,8.322950E-06
3.904100E+01,1.200251E-05
3.914056E+01,1.605145E-05
3.924000E+01,2.066469E-05
3.934293E+01,2.601251E-05
3.944204E+01,3.177861E-05
3.954470E+01,3.834888E-05
3.964412E+01,4.532239E-05
3.974368E+01,5.293031E-05
3.984661E+01,6.135011E-05
3.994650E+01,7.028416E-05
4.004913E+01,8.008313E-05
4.014830E+01,9.028136E-05
4.025121E+01,1.016024E-04
4.035324E+01,1.134945E-04
4.045299E+01,1.260372E-04
4.055571E+01,1.397509E-04
4.065557E+01,1.539017E-04
4.075896E+01,1.694419E-04
4.085852E+01,1.854919E-04
4.095803E+01,2.024377E-04
4.106088E+01,2.211389E-04
4.116003E+01,2.401985E-04
4.126305E+01,2.615284E-04
4.136251E+01,2.832126E-04
4.146228E+01,3.060548E-04
4.156577E+01,3.316449E-04
4.166538E+01,3.578298E-04
4.176835E+01,3.867248E-04
4.186793E+01,4.164526E-04
4.196770E+01,4.485503E-04
4.206979E+01,4.838851E-04
4.216943E+01,5.210831E-04
4.227229E+01,5.621167E-04
4.237186E+01,6.056614E-04
4.247166E+01,6.530167E-04
4.257109E+01,7.039996E-04
4.267375E+01,7.623471E-04
4.277681E+01,8.256143E-04
4.287561E+01,8.933293E-04
4.297511E+01,9.700061E-04
4.307777E+01,1.069208E-03
4.318087E+01,1.169577E-03
4.328458E+01,1.285884E-03
4.338416E+01,1.421142E-03
4.348369E+01,1.583267E-03
4.358329E+01,1.783340E-03
4.368577E+01,2.049339E-03
4.378872E+01,2.425758E-03
4.388827E+01,3.063862E-03
4.398733E+01,4.281369E-03
4.408570E+01,7.843437E-03
4.419120E+01,1.147740E-02
4.429448E+01,1.137552E-02
4.439377E+01,1.149965E-02
4.449361E+01,1.166906E-02
4.459278E+01,1.184326E-02
4.469573E+01,1.204873E-02
4.479880E+01,1.226474E-02
4.489845E+01,1.247065E-02
4.499874E+01,1.268293E-02
