Voltage,Current
3.500121E+01,3.701899E-09
3.510099E+01,4.756314E-09
3.520018E+01,4.717227E-09
3.530321E+01,4.694120E-09
3.540610E+01,4.679506E-09
3.550586E+01,4.676794E-09
3.560592E+01,4.668457E-09
3.570574E+01,4.662768E-09
3.580880E+01,4.655731E-09
3.591153E+01,4.652425E-09
3.601135E+01,4.652111E-09
3.611040E+01,4.655145E-09
3.621019E+01,4.639928E-09
3.631311E+01,4.682013E-09
3.641611E+01,5.147480E-09
3.651641E+01,4.736623E-09
3.661620E+01,4.720744E-09
3.671572E+01,4.720463E-09
3.681882E+01,4.723385E-09
3.692125E+01,4.519682E-09
3.702094E+01,4.767688E-09
3.712051E+01,4.747060E-09
3.722037E+01,4.731249E-09
3.732368E+01,4.769977E-09
3.742662E+01,4.787582E-09
3.752618E+01,4.452697E-09
3.762591E+01,4.809474E-09
3.772591E+01,4.820559E-09
3.782832E+01,4.843088E-09
3.793137E+01,4.860329E-09
3.803079E+01,4.923535E-09
3.813068E+01,4.902049E-09
3.823078E+01,4.903835E-09
3.833387E+01,5.086772E-09
3.843666E+01,5.308643E-09
3.853635E+01,5.717664E-09
3.863441E+01,6.666491E-09
3.873526E+01,8.369145E-09
3.883809E+01,1.073467E-08
3.893777E+01,1.370849E-08
3.904093E+01,1.720787E-08
3.914046E+01,2.123207E-08
3.923989E+01,2.558072E-08
3.934290E+01,3.082740E-08
3.944200E+01,3.613979E-08
3.954468E+01,4.248358E-08
3.964415E+01,4.861491E-08
3.974372E+01,5.653629E-08
3.984674E+01,6.342160E-08
3.994662E+01,7.083483E-08
4.004926E+01,7.981512E-08
4.014850E+01,8.955980E-08
4.025142E+01,9.899070E-08
4.035353E+01,1.114295E-07
4.045331E+01,1.202059E-07
4.055604E+01,1.326201E-07
4.065582E+01,1.431243E-07
4.075925E+01,1.566842E-07
4.085882E+01,1.684519E-07
4.095837E+01,1.814588E-07
4.106120E+01,1.960387E-07
4.116051E+01,2.107322E-07
4.126359E+01,2.241340E-07
4.136301E+01,2.400505E-07
4.146280E+01,2.578251E-07
4.156630E+01,2.738999E-07
4.166592E+01,2.926437E-07
4.176893E+01,3.091770E-07
4.186853E+01,3.285344E-07
4.196825E+01,3.472307E-07
4.207051E+01,3.650843E-07
4.217025E+01,3.864309E-07
4.227323E+01,4.053356E-07
4.237291E+01,4.284898E-07
4.247279E+01,4.458873E-07
4.257234E+01,4.732876E-07
4.267511E+01,4.965739E-07
4.277826E+01,5.212237E-07
4.287733E+01,5.425878E-07
4.297695E+01,5.642138E-07
4.307633E+01,5.982762E-07
4.317930E+01,6.236803E-07
4.328301E+01,6.521948E-07
4.338250E+01,6.779303E-07
4.348210E+01,7.022986E-07
4.358160E+01,7.423038E-07
4.368408E+01,7.727660E-07
4.378717E+01,8.063446E-07
4.388684E+01,8.369894E-07
4.398630E+01,8.763672E-07
4.408595E+01,9.078258E-07
4.418888E+01,9.410206E-07
4.429196E+01,9.689487E-07
4.439128E+01,1.019180E-06
4.449402E+01,1.068156E-06
4.459307E+01,1.087885E-06
4.469605E+01,1.129098E-06
4.479909E+01,1.191921E-06
4.489883E+01,1.218552E-06
4.499909E+01,1.270916E-06
