# t (ns), amplitude (a.U.)
2.674897119341564, 0.00565262076053443
9.465020576131687, 0.004522096608427544
18.31275720164609, 0.00565262076053443
18.72427983539095, 0.07122302158273382
18.930041152263374, 0.14470709146968141
19.135802469135804, 0.20462487153134637
19.34156378600823, 0.2645426515930113
19.54732510288066, 0.3357656731757452
19.54732510288066, 0.4024665981500514
19.75308641975309, 0.4702980472764646
19.958847736625515, 0.5494347379239466
20.164609053497944, 0.6217882836587874
20.164609053497944, 0.6930113052415211
20.37037037037037, 0.7619732785200412
20.781893004115226, 0.8399794450154163
21.193415637860085, 0.903288797533402
21.810699588477366, 0.9609455292908532
22.63374485596708, 0.9869475847893115
24.279835390946502, 0.9971223021582735
26.337448559670783, 0.9801644398766702
27.57201646090535, 0.9394655704008223
28.60082304526749, 0.8885919835560124
29.83539094650206, 0.843371017471737
31.069958847736626, 0.8015416238437822
32.510288065843625, 0.7574511819116136
34.15637860082305, 0.7088386433710175
35.80246913580247, 0.6602261048304214
37.86008230452675, 0.6127440904419322
39.711934156378604, 0.5686536485097636
41.97530864197531, 0.5200411099691676
44.650205761316876, 0.4702980472764646
47.53086419753087, 0.41829393627954786
50.20576131687243, 0.3730729701952724
53.49794238683128, 0.3233299075025694
57.40740740740741, 0.27810894141829395
61.522633744855966, 0.2351490236382323
65.84362139917695, 0.19671120246659818
71.39917695473251, 0.15940390544707092
76.95473251028807, 0.12774922918807813
83.1275720164609, 0.10061664953751286
89.50617283950618, 0.07574511819116136
96.2962962962963, 0.055395683453237414
103.29218106995886, 0.03730729701952724
112.13991769547326, 0.02261048304213772
120.5761316872428, 0.01469681397738952
127.98353909465021, 0.010174717368961975
136.0082304526749, 0.007913669064748202
144.44444444444446, 0.009044193216855088
154.11522633744858, 0.006783144912641316
164.6090534979424, 0.00565262076053443
175.7201646090535, 0.00565262076053443
187.03703703703704, 0.00565262076053443
197.32510288065845, 0.00565262076053443
